"Interval start","All Packets"
18115.5,0
18116,0
18116.5,0
18117,0
18117.5,0
18118,0
18118.5,0
18119,0
18119.5,0
18120,0
18120.5,0
18121,0
18121.5,0
18122,0
18122.5,0
18123,1
18123.5,1
18124,0
18124.5,0
18125,0
18125.5,0
18126,0
18126.5,0
18127,0
18127.5,0
18128,0
18128.5,0
18129,0
18129.5,0
18130,0
18130.5,0
18131,0
18131.5,0
18132,0
18132.5,1
18133,0
18133.5,0
18134,0
18134.5,1
18135,0
18135.5,1
18136,1
18136.5,0
18137,0
18137.5,0
18138,0
18138.5,0
18139,0
18139.5,0
18140,0
18140.5,0
18141,10
18141.5,1
18142,1
18142.5,0
18143,1
18143.5,0
18144,0
18144.5,0
18145,6
18145.5,0
18146,1
18146.5,0
18147,0
18147.5,0
18148,0
18148.5,0
18149,0
18149.5,0
18150,0
18150.5,0
18151,0
18151.5,0
18152,1
18152.5,0
18153,0
18153.5,0
18154,0
18154.5,1
18155,0
18155.5,0
18156,0
18156.5,0
18157,0
18157.5,0
18158,0
18158.5,0
18159,0
18159.5,0
18160,1
18160.5,1
18161,0
18161.5,0
18162,0
18162.5,0
18163,0
18163.5,0
18164,0
18164.5,0
18165,0
18165.5,0
18166,0
18166.5,0
18167,0
18167.5,0
18168,0
18168.5,0
18169,0
18169.5,1
18170,0
18170.5,0
18171,0
18171.5,0
18172,0
18172.5,0
18173,0
18173.5,0
18174,0
18174.5,0
18175,1
18175.5,0
18176,0
18176.5,0
18177,0
18177.5,0
18178,0
18178.5,1
18179,1
18179.5,0
18180,0
18180.5,0
18181,0
18181.5,0
18182,0
18182.5,0
18183,0
18183.5,0
18184,1
18184.5,0
18185,0
18185.5,0
18186,0
18186.5,0
18187,0
18187.5,1
18188,0
18188.5,0
18189,0
18189.5,0
18190,0
18190.5,0
18191,0
18191.5,0
18192,0
18192.5,0
18193,0
18193.5,0
18194,0
18194.5,1
18195,0
18195.5,0
18196,1
18196.5,0
18197,0
18197.5,0
18198,1
18198.5,0
18199,0
18199.5,0
18200,0
18200.5,0
18201,0
18201.5,0
18202,0
18202.5,0
18203,0
18203.5,0
18204,0
18204.5,0
18205,1
18205.5,0
18206,0
18206.5,0
18207,0
18207.5,0
18208,1
18208.5,0
18209,0
18209.5,0
18210,0
18210.5,0
18211,0
18211.5,0
18212,0
18212.5,0
18213,0
18213.5,1
18214,0
18214.5,2
18215,0
18215.5,0
18216,0
18216.5,0
18217,0
18217.5,0
18218,0
18218.5,0
18219,0
18219.5,0
18220,0
18220.5,0
18221,0
18221.5,0
18222,0
18222.5,0
18223,0
18223.5,0
18224,0
18224.5,0
18225,0
18225.5,0
18226,0
18226.5,0
18227,1
18227.5,0
18228,0
18228.5,0
18229,0
18229.5,0
18230,1
18230.5,0
18231,0
18231.5,0
18232,1
18232.5,0
18233,0
18233.5,0
18234,0
18234.5,0
18235,0
18235.5,2
18236,0
18236.5,0
18237,0
18237.5,0
18238,0
18238.5,0
18239,1
18239.5,0
18240,0
18240.5,0
18241,0
18241.5,0
18242,1
18242.5,0
18243,0
18243.5,0
18244,0
18244.5,0
18245,0
18245.5,0
18246,0
18246.5,0
18247,0
18247.5,0
18248,0
18248.5,0
18249,0
18249.5,0
18250,0
18250.5,1
18251,0
18251.5,0
18252,0
18252.5,0
18253,0
18253.5,1
18254,0
18254.5,1
18255,0
18255.5,0
18256,1
18256.5,0
18257,0
18257.5,0
18258,0
18258.5,0
18259,0
18259.5,0
18260,0
18260.5,0
18261,0
18261.5,0
18262,0
18262.5,1
18263,0
18263.5,0
18264,0
18264.5,0
18265,3
18265.5,8
18266,0
18266.5,0
18267,0
18267.5,0
18268,0
18268.5,1
18269,0
18269.5,0
18270,0
18270.5,0
18271,1
18271.5,0
18272,0
18272.5,0
18273,0
18273.5,0
18274,0
18274.5,1
18275,0
18275.5,0
18276,0
18276.5,0
18277,0
18277.5,0
18278,0
18278.5,0
18279,0
18279.5,0
18280,1
18280.5,0
18281,0
18281.5,0
18282,1
18282.5,0
18283,0
18283.5,1
18284,0
18284.5,0
18285,0
18285.5,0
18286,0
18286.5,0
18287,0
18287.5,0
18288,0
18288.5,0
18289,0
18289.5,0
18290,0
18290.5,1
18291,0
18291.5,0
18292,1
18292.5,0
18293,0
18293.5,0
18294,1
18294.5,0
18295,0
18295.5,0
18296,0
18296.5,0
18297,0
18297.5,0
18298,0
18298.5,0
18299,0
18299.5,0
18300,0
18300.5,0
18301,0
18301.5,0
18302,0
18302.5,0
18303,0
18303.5,0
18304,1
18304.5,0
18305,0
18305.5,0
18306,0
18306.5,0
18307,1
18307.5,0
18308,1
18308.5,0
18309,0
18309.5,0
18310,0
18310.5,0
18311,1
18311.5,0
18312,2
18312.5,0
18313,0
18313.5,0
18314,0
18314.5,0
18315,2
18315.5,0
18316,0
18316.5,0
18317,0
18317.5,0
18318,0
18318.5,0
18319,0
18319.5,0
18320,0
18320.5,0
18321,1
18321.5,0
18322,0
18322.5,0
18323,0
18323.5,0
18324,0
18324.5,0
18325,1
18325.5,0
18326,0
18326.5,0
18327,0
18327.5,0
18328,1
18328.5,0
18329,0
18329.5,0
18330,0
18330.5,0
18331,0
18331.5,0
18332,0
18332.5,0
18333,0
18333.5,0
18334,6
18334.5,0
18335,1
18335.5,0
18336,0
18336.5,0
18337,0
18337.5,0
18338,0
18338.5,0
18339,0
18339.5,0
18340,0
18340.5,0
18341,0
18341.5,0
18342,0
18342.5,0
18343,0
18343.5,0
18344,0
18344.5,0
18345,0
18345.5,0
18346,0
18346.5,0
18347,0
18347.5,0
18348,1
18348.5,0
18349,0
18349.5,0
18350,0
18350.5,0
18351,0
18351.5,0
18352,0
18352.5,0
18353,0
18353.5,0
18354,0
18354.5,0
18355,0
18355.5,0
18356,0
18356.5,0
18357,0
18357.5,0
18358,0
18358.5,0
18359,0
18359.5,0
18360,0
18360.5,0
18361,0
18361.5,0
18362,0
18362.5,0
18363,0
18363.5,0
18364,0
18364.5,0
18365,0
18365.5,0
18366,0
18366.5,0
18367,0
18367.5,0
18368,0
18368.5,0
18369,0
18369.5,0
18370,0
18370.5,0
18371,0
18371.5,0
18372,0
18372.5,0
18373,0
18373.5,0
18374,0
18374.5,0
18375,0
18375.5,0
18376,0
18376.5,0
18377,0
18377.5,0
18378,0
18378.5,0
18379,0
18379.5,0
18380,0
18380.5,0
18381,0
18381.5,0
18382,0
18382.5,0
18383,0
18383.5,0
18384,0
18384.5,0
18385,1
18385.5,0
18386,0
18386.5,0
18387,0
18387.5,0
18388,0
18388.5,0
18389,0
18389.5,0
18390,0
18390.5,0
18391,0
18391.5,0
18392,0
18392.5,0
18393,0
18393.5,0
18394,0
18394.5,0
18395,0
18395.5,0
18396,0
18396.5,0
18397,0
18397.5,0
18398,0
18398.5,0
18399,0
18399.5,0
18400,0
18400.5,0
18401,0
18401.5,0
18402,0
18402.5,0
18403,0
18403.5,0
18404,0
18404.5,1
18405,0
18405.5,0
18406,0
18406.5,0
18407,0
18407.5,0
18408,0
18408.5,0
18409,0
18409.5,0
18410,0
18410.5,0
18411,0
18411.5,0
18412,0
18412.5,0
18413,0
18413.5,0
18414,0
18414.5,0
18415,0
18415.5,0
18416,0
18416.5,0
18417,0
18417.5,0
18418,0
18418.5,0
18419,0
18419.5,0
18420,0
18420.5,0
18421,0
18421.5,0
18422,0
18422.5,0
18423,0
18423.5,0
18424,0
18424.5,0
18425,0
18425.5,0
18426,0
18426.5,0
18427,0
18427.5,0
18428,0
18428.5,0
18429,0
18429.5,0
18430,0
18430.5,0
18431,0
18431.5,0
18432,1
18432.5,0
18433,0
18433.5,0
18434,0
18434.5,0
18435,0
18435.5,0
18436,0
18436.5,0
18437,0
18437.5,0
18438,0
18438.5,0
18439,0
18439.5,0
18440,0
18440.5,0
18441,0
18441.5,0
18442,0
18442.5,0
18443,0
18443.5,0
18444,0
18444.5,0
18445,1
18445.5,0
18446,0
18446.5,0
18447,0
18447.5,0
18448,0
18448.5,0
18449,0
18449.5,0
18450,0
18450.5,0
18451,0
18451.5,0
18452,0
18452.5,0
18453,0
18453.5,0
18454,0
18454.5,0
18455,0
18455.5,0
18456,0
18456.5,0
18457,0
18457.5,0
18458,0
18458.5,0
18459,0
18459.5,0
18460,0
18460.5,0
18461,1
18461.5,0
18462,0
18462.5,0
18463,0
18463.5,0
18464,0
18464.5,0
18465,0
18465.5,0
18466,0
18466.5,0
18467,0
18467.5,0
18468,0
18468.5,0
18469,0
18469.5,0
18470,0
18470.5,0
18471,0
18471.5,0
18472,4
18472.5,0
18473,0
18473.5,0
18474,0
18474.5,0
18475,0
18475.5,0
18476,0
18476.5,0
18477,0
18477.5,0
18478,0
18478.5,0
18479,0
18479.5,0
18480,0
18480.5,0
18481,0
18481.5,0
18482,0
18482.5,0
18483,0
18483.5,0
18484,0
18484.5,0
18485,0
18485.5,0
18486,0
18486.5,0
18487,0
18487.5,0
18488,0
18488.5,0
18489,0
18489.5,0
18490,0
18490.5,0
18491,0
18491.5,0
18492,0
18492.5,0
18493,0
18493.5,0
18494,0
18494.5,0
18495,0
18495.5,0
18496,0
18496.5,0
18497,0
18497.5,0
18498,0
18498.5,0
18499,0
18499.5,0
18500,0
18500.5,0
18501,0
18501.5,0
18502,0
18502.5,1
18503,0
18503.5,0
18504,0
18504.5,0
18505,1
18505.5,0
18506,0
18506.5,0
18507,0
18507.5,0
18508,0
18508.5,0
18509,0
18509.5,0
18510,0
18510.5,0
18511,0
18511.5,0
18512,0
18512.5,0
18513,0
18513.5,0
18514,0
18514.5,1
18515,0
18515.5,0
18516,0
18516.5,0
18517,0
18517.5,1
18518,0
18518.5,0
18519,0
18519.5,0
18520,0
18520.5,0
18521,0
18521.5,0
18522,0
18522.5,0
18523,0
18523.5,0
18524,0
18524.5,0
18525,0
18525.5,0
18526,0
18526.5,0
18527,0
18527.5,0
18528,0
18528.5,0
18529,0
18529.5,0
18530,0
18530.5,0
18531,0
18531.5,1
18532,0
18532.5,0
18533,0
18533.5,0
18534,0
18534.5,0
18535,0
18535.5,0
18536,0
18536.5,0
18537,0
18537.5,0
18538,0
18538.5,0
18539,0
18539.5,0
18540,0
18540.5,0
18541,0
18541.5,0
18542,0
18542.5,0
18543,0
18543.5,0
18544,0
18544.5,0
18545,0
18545.5,0
18546,0
18546.5,0
18547,0
18547.5,0
18548,0
18548.5,0
18549,0
18549.5,0
18550,0
18550.5,0
18551,0
18551.5,0
18552,0
18552.5,0
18553,0
18553.5,0
18554,0
18554.5,0
18555,0
18555.5,0
18556,0
18556.5,0
18557,0
18557.5,0
18558,0
18558.5,0
18559,0
18559.5,0
18560,0
18560.5,0
18561,0
18561.5,0
18562,0
18562.5,0
18563,0
18563.5,0
18564,0
18564.5,0
18565,1
18565.5,0
18566,0
18566.5,0
18567,0
18567.5,0
18568,0
18568.5,0
18569,0
18569.5,0
18570,0
18570.5,0
18571,0
18571.5,0
18572,0
18572.5,0
18573,0
18573.5,1
18574,0
18574.5,0
18575,0
18575.5,0
18576,0
18576.5,0
18577,0
18577.5,0
18578,0
18578.5,0
18579,0
18579.5,0
18580,0
18580.5,0
18581,0
18581.5,0
18582,0
18582.5,0
18583,0
18583.5,0
18584,0
18584.5,0
18585,0
18585.5,0
18586,0
18586.5,0
18587,0
18587.5,0
18588,0
18588.5,0
18589,0
18589.5,0
18590,0
18590.5,0
18591,0
18591.5,0
18592,0
18592.5,0
18593,0
18593.5,0
18594,0
18594.5,0
18595,0
18595.5,0
18596,1
18596.5,0
18597,0
18597.5,0
18598,0
18598.5,0
18599,0
18599.5,0
18600,0
18600.5,0
18601,0
18601.5,0
18602,0
18602.5,0
18603,0
18603.5,0
18604,0
18604.5,0
18605,0
18605.5,0
18606,0
18606.5,0
18607,0
18607.5,0
18608,0
18608.5,0
18609,0
18609.5,0
18610,0
18610.5,0
18611,0
18611.5,0
18612,0
18612.5,0
18613,0
18613.5,0
18614,0
18614.5,0
18615,0
18615.5,0
18616,0
18616.5,0
18617,0
18617.5,0
18618,0
18618.5,0
18619,0
18619.5,0
18620,0
18620.5,0
18621,0
18621.5,0
18622,0
18622.5,0
18623,0
18623.5,0
18624,0
18624.5,0
18625,1
18625.5,0
18626,0
18626.5,0
18627,0
18627.5,0
18628,0
18628.5,0
18629,0
18629.5,0
18630,1
18630.5,0
18631,0
18631.5,0
18632,0
18632.5,0
18633,0
18633.5,0
18634,0
18634.5,0
18635,0
18635.5,0
18636,0
18636.5,0
18637,0
18637.5,0
18638,0
18638.5,0
18639,0
18639.5,0
18640,0
18640.5,0
18641,0
18641.5,0
18642,0
18642.5,0
18643,0
18643.5,0
18644,0
18644.5,0
18645,0
18645.5,0
18646,0
18646.5,0
18647,0
18647.5,0
18648,0
18648.5,0
18649,2
18649.5,1
18650,1
18650.5,0
18651,0
18651.5,0
18652,0
18652.5,0
18653,0
18653.5,0
18654,0
18654.5,0
18655,0
18655.5,0
18656,0
18656.5,0
18657,0
18657.5,0
18658,0
18658.5,0
18659,0
18659.5,0
18660,0
18660.5,0
18661,0
18661.5,0
18662,0
18662.5,0
18663,0
18663.5,0
18664,0
18664.5,1
18665,3
18665.5,6
18666,15
18666.5,0
18667,1
18667.5,0
18668,7
18668.5,3
18669,0
18669.5,0
18670,0
18670.5,0
18671,4
18671.5,0
18672,1
18672.5,0
18673,0
18673.5,0
18674,1
18674.5,0
18675,0
18675.5,0
18676,0
18676.5,0
18677,0
18677.5,0
18678,0
18678.5,0
18679,0
18679.5,0
18680,0
18680.5,0
18681,0
18681.5,0
18682,0
18682.5,0
18683,0
18683.5,0
18684,0
18684.5,0
18685,1
18685.5,0
18686,0
18686.5,1
18687,0
18687.5,0
18688,1
18688.5,0
18689,0
18689.5,0
18690,0
18690.5,0
18691,0
18691.5,0
18692,0
18692.5,0
18693,0
18693.5,0
18694,1
18694.5,0
18695,0
18695.5,0
18696,0
18696.5,0
18697,0
18697.5,0
18698,0
18698.5,0
18699,0
18699.5,0
18700,0
18700.5,0
18701,0
18701.5,0
18702,0
18702.5,0
18703,0
18703.5,0
18704,0
18704.5,0
18705,0
18705.5,0
18706,0
18706.5,0
18707,0
18707.5,0
18708,0
18708.5,0
18709,0
18709.5,0
18710,0
18710.5,0
18711,0
18711.5,0
18712,1
18712.5,0
18713,0
18713.5,0
18714,1
18714.5,0
18715,0
18715.5,0
18716,0
18716.5,0
18717,0
18717.5,0
18718,0
18718.5,0
18719,0
18719.5,0
18720,0
18720.5,0
18721,0
18721.5,0
18722,0
18722.5,0
18723,0
18723.5,0
18724,0
18724.5,0
18725,0
18725.5,0
18726,0
18726.5,0
18727,0
18727.5,0
18728,0
18728.5,0
18729,0
18729.5,0
18730,0
18730.5,0
18731,0
18731.5,0
18732,0
18732.5,1
18733,0
18733.5,0
18734,1
18734.5,0
18735,0
18735.5,0
18736,1
18736.5,0
18737,0
18737.5,0
18738,0
18738.5,0
18739,0
18739.5,0
18740,0
18740.5,0
18741,0
18741.5,1
18742,0
18742.5,0
18743,1
18743.5,0
18744,0
18744.5,0
18745,1
18745.5,0
18746,0
18746.5,0
18747,0
18747.5,0
18748,0
18748.5,0
18749,0
18749.5,0
18750,0
18750.5,1
18751,0
18751.5,0
18752,0
18752.5,0
18753,0
18753.5,1
18754,0
18754.5,1
18755,0
18755.5,0
18756,0
18756.5,0
18757,0
18757.5,0
18758,0
18758.5,0
18759,0
18759.5,0
18760,1
18760.5,0
18761,0
18761.5,0
18762,1
18762.5,0
18763,0
18763.5,0
18764,0
18764.5,0
18765,0
18765.5,0
18766,0
18766.5,0
18767,0
18767.5,0
18768,0
18768.5,0
18769,0
18769.5,0
18770,0
18770.5,0
18771,1
18771.5,0
18772,0
18772.5,0
18773,0
18773.5,0
18774,0
18774.5,1
18775,0
18775.5,0
18776,0
18776.5,0
18777,0
18777.5,0
18778,0
18778.5,0
18779,0
18779.5,1
18780,0
18780.5,0
18781,0
18781.5,0
18782,0
18782.5,0
18783,0
18783.5,0
18784,1
18784.5,0
18785,0
18785.5,0
18786,0
18786.5,0
18787,0
18787.5,0
18788,0
18788.5,1
18789,0
18789.5,0
18790,0
18790.5,0
18791,0
18791.5,0
18792,0
18792.5,0
18793,0
18793.5,1
18794,0
18794.5,0
18795,0
18795.5,0
18796,0
18796.5,0
18797,1
18797.5,6
18798,0
18798.5,0
18799,1
18799.5,0
18800,0
18800.5,0
18801,0
18801.5,0
18802,0
18802.5,0
18803,0
18803.5,0
18804,0
18804.5,0
18805,1
18805.5,0
18806,1
18806.5,0
18807,0
18807.5,0
18808,1
18808.5,0
18809,0
18809.5,9
18810,0
18810.5,2
18811,0
18811.5,0
18812,1
18812.5,0
18813,0
18813.5,0
18814,1
18814.5,2
18815,0
18815.5,0
18816,0
18816.5,0
18817,0
18817.5,1
18818,0
18818.5,0
18819,0
18819.5,0
18820,0
18820.5,0
18821,0
18821.5,0
18822,0
18822.5,0
18823,0
18823.5,0
18824,0
18824.5,0
18825,0
18825.5,0
18826,0
18826.5,0
18827,0
18827.5,0
18828,0
18828.5,0
18829,1
18829.5,0
18830,0
18830.5,0
18831,0
18831.5,0
18832,1
18832.5,0
18833,0
18833.5,0
18834,1
18834.5,0
18835,0
18835.5,0
18836,0
18836.5,0
18837,0
18837.5,1
18838,0
18838.5,0
18839,0
18839.5,0
18840,0
18840.5,1
18841,0
18841.5,0
18842,0
18842.5,0
18843,0
18843.5,0
18844,0
18844.5,0
18845,0
18845.5,0
18846,0
18846.5,0
18847,0
18847.5,0
18848,0
18848.5,0
18849,0
18849.5,1
18850,0
18850.5,0
18851,0
18851.5,0
18852,0
18852.5,0
18853,0
18853.5,0
18854,1
18854.5,0
18855,0
18855.5,1
18856,1
18856.5,0
18857,0
18857.5,0
18858,2
18858.5,0
18859,1
18859.5,0
18860,0
18860.5,0
18861,0
18861.5,0
18862,0
18862.5,0
18863,0
18863.5,0
18864,0
18864.5,0
18865,0
18865.5,0
18866,0
18866.5,0
18867,1
18867.5,0
18868,0
18868.5,0
18869,0
18869.5,0
18870,0
18870.5,0
18871,0
18871.5,0
18872,0
18872.5,0
18873,0
18873.5,0
18874,0
18874.5,1
18875,0
18875.5,1
18876,0
18876.5,0
18877,0
18877.5,0
18878,0
18878.5,0
18879,0
18879.5,0
18880,1
18880.5,0
18881,0
18881.5,0
18882,0
18882.5,0
18883,0
18883.5,0
18884,0
18884.5,1
18885,0
18885.5,0
18886,0
18886.5,0
18887,1
18887.5,0
18888,0
18888.5,0
18889,0
18889.5,0
18890,0
18890.5,0
18891,0
18891.5,0
18892,0
18892.5,0
18893,0
18893.5,0
18894,0
18894.5,1
18895,0
18895.5,0
18896,0
18896.5,0
18897,1
18897.5,0
18898,0
18898.5,0
18899,0
18899.5,0
18900,0
18900.5,0
18901,0
18901.5,0
18902,0
18902.5,0
18903,0
18903.5,0
18904,1
18904.5,0
18905,0
18905.5,1
18906,0
18906.5,0
18907,0
18907.5,0
18908,0
18908.5,0
18909,0
18909.5,0
18910,0
18910.5,0
18911,0
18911.5,0
18912,1
18912.5,0
18913,0
18913.5,1
18914,1
18914.5,0
18915,0
18915.5,0
18916,0
18916.5,0
18917,0
18917.5,0
18918,0
18918.5,0
18919,0
18919.5,0
18920,0
18920.5,0
18921,0
18921.5,0
18922,0
18922.5,0
18923,1
18923.5,0
18924,0
18924.5,0
18925,1
18925.5,0
18926,0
18926.5,0
18927,0
18927.5,0
18928,1
18928.5,0
18929,0
18929.5,0
18930,0
18930.5,0
18931,0
18931.5,1
18932,0
18932.5,0
18933,0
18933.5,0
18934,1
18934.5,0
18935,0
18935.5,0
18936,0
18936.5,0
18937,0
18937.5,0
18938,0
18938.5,0
18939,0
18939.5,0
18940,0
18940.5,0
18941,0
18941.5,0
18942,1
18942.5,0
18943,0
18943.5,0
18944,0
18944.5,0
18945,0
18945.5,0
18946,0
18946.5,0
18947,0
18947.5,0
18948,0
18948.5,0
18949,0
18949.5,0
18950,0
18950.5,1
18951,0
18951.5,0
18952,1
18952.5,0
18953,0
18953.5,0
18954,1
18954.5,0
18955,0
18955.5,0
18956,0
18956.5,0
18957,0
18957.5,0
18958,0
18958.5,0
18959,1
18959.5,0
18960,0
18960.5,0
18961,0
18961.5,0
18962,0
18962.5,0
18963,0
18963.5,0
18964,0
18964.5,5
18965,0
18965.5,0
18966,1
18966.5,0
18967,0
18967.5,0
18968,2
18968.5,0
18969,0
18969.5,0
18970,0
18970.5,0
18971,0
18971.5,0
18972,0
18972.5,0
18973,0
18973.5,0
18974,1
18974.5,0
18975,0
18975.5,0
18976,1
18976.5,1
18977,0
18977.5,0
18978,0
18978.5,0
18979,0
18979.5,0
18980,0
18980.5,0
18981,0
18981.5,0
18982,0
18982.5,0
18983,0
18983.5,0
18984,0
18984.5,0
18985,1
18985.5,6
18986,5
18986.5,0
18987,2
18987.5,0
18988,0
18988.5,0
18989,0
18989.5,0
18990,0
18990.5,0
18991,0
18991.5,0
18992,0
18992.5,0
18993,0
18993.5,0
18994,1
18994.5,1
18995,0
18995.5,0
18996,0
18996.5,0
18997,0
18997.5,0
18998,0
18998.5,0
18999,0
18999.5,0
19000,1
19000.5,0
19001,0
19001.5,0
19002,0
19002.5,0
19003,1
19003.5,0
19004,0
19004.5,0
19005,0
19005.5,0
19006,1
19006.5,0
19007,0
19007.5,0
19008,0
19008.5,0
19009,0
19009.5,0
19010,0
19010.5,0
19011,0
19011.5,0
19012,1
19012.5,0
19013,0
19013.5,0
19014,0
19014.5,1
19015,0
19015.5,0
19016,0
19016.5,0
19017,0
19017.5,0
19018,0
19018.5,0
19019,0
19019.5,0
19020,0
19020.5,1
19021,0
19021.5,0
19022,0
19022.5,0
19023,0
19023.5,0
19024,1
19024.5,1
19025,0
19025.5,0
19026,0
19026.5,0
19027,0
19027.5,0
19028,0
19028.5,0
19029,1
19029.5,0
19030,0
19030.5,0
19031,0
19031.5,0
19032,0
19032.5,0
19033,0
19033.5,1
19034,0
19034.5,0
19035,0
19035.5,0
19036,0
19036.5,0
19037,0
19037.5,0
19038,1
19038.5,0
19039,0
19039.5,0
19040,1
19040.5,1
19041,1
19041.5,0
19042,0
19042.5,0
19043,0
19043.5,0
19044,0
19044.5,0
19045,1
19045.5,0
19046,0
19046.5,0
19047,0
19047.5,0
19048,1
19048.5,0
19049,0
19049.5,1
19050,0
19050.5,0
19051,0
19051.5,0
19052,0
19052.5,1
19053,0
19053.5,1
19054,0
19054.5,0
19055,0
19055.5,0
19056,0
19056.5,0
19057,0
19057.5,0
19058,0
19058.5,0
19059,0
19059.5,0
19060,0
19060.5,0
19061,1
19061.5,0
19062,0
19062.5,0
19063,0
19063.5,0
19064,0
19064.5,0
19065,0
19065.5,0
19066,0
19066.5,0
19067,0
19067.5,0
19068,0
19068.5,0
19069,0
19069.5,0
19070,1
19070.5,0
19071,0
19071.5,0
19072,1
19072.5,0
19073,0
19073.5,0
19074,1
19074.5,0
19075,0
19075.5,0
19076,0
19076.5,0
19077,0
19077.5,0
19078,0
19078.5,1
19079,0
19079.5,0
19080,0
19080.5,0
19081,1
19081.5,0
19082,0
19082.5,0
19083,0
19083.5,0
19084,0
19084.5,0
19085,0
19085.5,0
19086,0
19086.5,0
19087,0
19087.5,1
19088,0
19088.5,0
19089,0
19089.5,0
19090,0
19090.5,0
19091,0
19091.5,0
19092,0
19092.5,0
19093,0
19093.5,0
19094,1
19094.5,0
19095,0
19095.5,0
19096,2
19096.5,0
19097,0
19097.5,0
19098,0
19098.5,0
19099,0
19099.5,0
19100,0
19100.5,0
19101,0
19101.5,0
19102,0
19102.5,0
19103,0
19103.5,0
19104,0
19104.5,0
19105,2
19105.5,0
19106,0
19106.5,0
19107,0
19107.5,0
19108,0
19108.5,0
19109,0
19109.5,0
19110,0
19110.5,0
19111,0
19111.5,0
19112,0
19112.5,0
19113,0
19113.5,1
19114,1
19114.5,1
19115,0
19115.5,0
19116,0
19116.5,0
19117,0
19117.5,0
19118,0
19118.5,2
19119,0
19119.5,0
19120,1
19120.5,0
19121,0
19121.5,3
19122,1
19122.5,0
19123,0
19123.5,0
19124,0
19124.5,0
19125,0
19125.5,0
19126,0
19126.5,0
19127,0
19127.5,0
19128,0
19128.5,0
19129,0
19129.5,0
19130,0
19130.5,0
19131,1
19131.5,1
19132,0
19132.5,0
19133,12
19133.5,0
19134,0
19134.5,1
19135,0
19135.5,0
19136,0
19136.5,0
19137,0
19137.5,1
19138,0
19138.5,0
19139,0
19139.5,1
19140,0
19140.5,0
19141,0
19141.5,0
19142,0
19142.5,0
19143,0
19143.5,0
19144,1
19144.5,0
19145,0
19145.5,0
19146,0
19146.5,0
19147,0
19147.5,0
19148,0
19148.5,1
19149,0
19149.5,0
19150,0
19150.5,0
19151,0
19151.5,0
19152,0
19152.5,0
19153,0
19153.5,0
19154,0
19154.5,1
19155,0
19155.5,0
19156,0
19156.5,0
19157,1
19157.5,0
19158,0
19158.5,0
19159,0
19159.5,0
19160,0
19160.5,0
19161,0
19161.5,0
19162,0
19162.5,0
19163,0
19163.5,0
19164,0
19164.5,0
19165,1
19165.5,0
19166,1
19166.5,0
19167,0
19167.5,0
19168,1
19168.5,0
19169,0
19169.5,0
19170,0
19170.5,0
19171,0
19171.5,0
19172,0
19172.5,0
19173,0
19173.5,1
19174,0
19174.5,1
19175,0
19175.5,0
19176,0
19176.5,0
19177,0
19177.5,0
19178,0
19178.5,0
19179,0
19179.5,0
19180,0
19180.5,0
19181,0
19181.5,0
19182,0
19182.5,0
19183,0
19183.5,0
19184,0
19184.5,0
19185,1
19185.5,0
19186,0
19186.5,0
19187,0
19187.5,0
19188,0
19188.5,0
19189,0
19189.5,0
19190,0
19190.5,0
19191,0
19191.5,0
19192,1
19192.5,0
19193,0
19193.5,1
19194,2
19194.5,0
19195,0
19195.5,0
19196,0
19196.5,0
19197,0
19197.5,0
19198,0
19198.5,0
19199,0
19199.5,0
19200,0
19200.5,0
19201,0
19201.5,0
19202,0
19202.5,1
19203,0
19203.5,0
19204,0
19204.5,0
19205,0
19205.5,1
19206,0
19206.5,0
19207,0
19207.5,0
19208,0
19208.5,0
19209,0
19209.5,0
19210,0
19210.5,0
19211,0
19211.5,1
19212,0
19212.5,0
19213,0
19213.5,0
19214,1
19214.5,0
19215,0
19215.5,0
19216,1
19216.5,0
19217,0
19217.5,0
19218,0
19218.5,0
19219,0
19219.5,0
19220,1
19220.5,0
19221,0
19221.5,0
19222,0
19222.5,0
19223,0
19223.5,0
19224,0
19224.5,0
19225,1
19225.5,0
19226,0
19226.5,0
19227,0
19227.5,0
19228,0
19228.5,0
19229,1
19229.5,0
19230,0
19230.5,0
19231,0
19231.5,0
19232,1
19232.5,0
19233,0
19233.5,0
19234,1
19234.5,0
19235,0
19235.5,0
19236,0
19236.5,0
19237,0
19237.5,0
19238,0
19238.5,0
19239,0
19239.5,0
19240,1
19240.5,1
19241,0
19241.5,0
19242,0
19242.5,0
19243,0
19243.5,0
19244,0
19244.5,0
19245,0
19245.5,0
19246,0
19246.5,0
19247,0
19247.5,0
19248,0
19248.5,0
19249,0
19249.5,1
19250,1
19250.5,0
19251,0
19251.5,0
19252,0
19252.5,0
19253,0
19253.5,0
19254,0
19254.5,1
19255,0
19255.5,0
19256,0
19256.5,0
19257,0
19257.5,0
19258,1
19258.5,0
19259,0
19259.5,0
19260,0
19260.5,0
19261,1
19261.5,0
19262,0
19262.5,0
19263,0
19263.5,0
19264,1
19264.5,0
19265,0
19265.5,0
19266,0
19266.5,0
19267,0
19267.5,0
19268,0
19268.5,0
19269,0
19269.5,0
19270,1
19270.5,0
19271,0
19271.5,0
19272,0
19272.5,0
19273,1
19273.5,0
19274,6
19274.5,5
19275,1
19275.5,0
19276,0
19276.5,5
19277,2
19277.5,0
19278,0
19278.5,0
19279,0
19279.5,0
19280,0
19280.5,0
